blk_no,street,postal,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,X1room_sold,X2room_sold,X3room_sold,X4room_sold,X5room_sold,exec_sold,multigen_sold,studio_apartment_sold,X1room_rental,X2room_rental,X3room_rental,other_room_rental,address,dist_to_park_centroid,dist_to_park_boundary,diff_boundary_centroid,park_area,park_length,park_name,SVY21_X,SVY21_Y,Longitude,Latitude
216B,COMPASSVALE DR,542216,16,2016,Y,N,N,N,N,N,SK,90,0,0,0,30,60,0,0,0,0,0,0,0,216B COMPASSVALE DRIVE COMPASSVALE MAST SINGAPORE 542216,1038.619898,1038.624603,0.00470491,212949.024,3585.896881,SENGKANG RIVERSIDE PK,34716.40033,41381.61859,103.8936707,1.390514397
216C,COMPASSVALE DR,543216,16,2016,Y,N,N,N,N,N,SK,90,0,0,0,30,60,0,0,0,0,0,0,0,216C COMPASSVALE DRIVE COMPASSVALE MAST SINGAPORE 543216,1042.312075,1042.314981,0.002905679,999.9823483,180.1682942,ST ANNE'S WOOD PG,34788.45291,41377.11054,103.8943181,1.390473611
216D,COMPASSVALE DR,544216,16,2016,Y,N,N,Y,N,N,SK,90,0,0,0,30,60,0,0,0,0,0,0,0,216D COMPASSVALE DRIVE COMPASSVALE MAST SINGAPORE 544216,1017.393033,1017.390481,-0.002552346,999.9823483,180.1682942,ST ANNE'S WOOD PG,34817.1379,41346.78707,103.8945759,1.39019937
217,ANG MO KIO AVE 1,560217,11,1976,Y,N,N,N,N,N,AMK,240,0,0,0,0,0,0,0,0,200,40,0,0,217 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560217,136.4290829,136.4266352,-0.002447707,278349.9657,3468.327454,BISHAN-ANG MO KIO PARK (POND GARDENS),28945.28279,38618.43471,103.8418126,1.365525911
217,BEDOK NTH ST 1,460217,4,1979,Y,Y,N,N,N,N,BD,31,0,0,31,0,0,0,0,0,0,0,0,0,217 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460217,879.1392283,879.1373129,-0.001915436,867.3737808,710.6720952,SENNETT AVE LINEAR PK,39196.00142,34340.66257,103.9339207,1.326837217
217,BISHAN ST 23,570217,16,1990,Y,N,N,N,N,N,BH,73,0,0,0,54,19,0,0,0,0,0,0,0,217 BISHAN STREET 23 SINGAPORE 570217,67.23171981,67.23890087,0.007181058,367618.6702,2915.126253,BISHAN-ANG MO KIO PARK (RIVER PLAINS),29781.8322,37646.93937,103.8493295,1.356740015
217,BT BATOK ST 21,650217,12,1984,Y,Y,N,N,N,N,BB,128,0,0,106,22,0,0,0,0,0,0,0,0,217 BUKIT BATOK STREET 21 SINGAPORE 650217,670.4369869,670.4324758,-0.004511117,415385.6338,3651.114759,BUKIT BATOK TOWN PARK,19253.7167,36540.6518,103.7547278,1.346733922
217,CHOA CHU KANG CTRL,680217,10,1989,Y,Y,N,N,N,N,CCK,99,0,0,0,99,0,0,0,0,0,0,0,0,217 CHOA CHU KANG CENTRAL HDB PUBLIC SHELTERS SINGAPORE 680217,113.0716584,113.0656561,-0.006002298,100938.9012,2454.549049,CHOA CHU KANG PK,18350.32159,40590.49713,103.746609,1.383358959
217,JURONG EAST ST 21,600217,12,1984,Y,N,N,N,N,N,JE,88,0,0,0,88,0,0,0,0,0,0,0,0,217 JURONG EAST STREET 21 SINGAPORE 600217,669.9848176,669.9875189,0.002701322,2487.644992,535.4000516,JLG: CG MRT TOL LINKWAY,17396.63079,35792.53427,103.7380411,1.339967623
217,LOR 8 TOA PAYOH,310217,25,1975,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0,217 LORONG 8 TOA PAYOH SINGAPORE 310217,757.7620085,757.7608667,-0.001141814,17832.00835,1607.061701,KALLANG LINEAR PARK,30375.6924,36089.90486,103.8546656,1.342658708
217,MARSILING CRES,730217,13,1982,Y,N,N,N,N,N,WL,120,0,0,70,48,0,0,0,0,0,0,2,0,217 MARSILING CRESCENT SINGAPORE 730217,245.0001955,244.9989936,-0.001201873,110312.0186,4210.083022,WOODLANDS WATERFRONT PK,21235.13712,47600.28015,103.7725295,1.446753684
217,PASIR RIS ST 21,510217,12,1992,Y,N,N,N,N,N,PRC,57,0,0,0,0,0,57,0,0,0,0,0,0,217 PASIR RIS STREET 21 SINGAPORE 510217,789.3841255,789.3802911,-0.003834396,125511.4256,2163.446859,PASIR RIS TOWN PK,42212.03613,39036.21937,103.9610236,1.369300799
217,PETIR RD,670217,12,1986,Y,N,N,Y,N,N,BP,132,0,0,0,132,0,0,0,0,0,0,0,0,217 PETIR ROAD MY WORLD PRESCHOOL LTD. SINGAPORE 670217,218.2688151,218.2643492,-0.004465935,2670.289961,269.833699,ALMOND CRESCENT PG,21348.25221,39656.02991,103.7735478,1.374908813
217,SERANGOON AVE 4,550217,12,1984,Y,N,N,Y,N,N,SGN,132,0,0,66,66,0,0,0,0,0,0,0,0,217 SERANGOON AVENUE 4 SAINT LUKE'S ELDERCARE SERANGOON CENTRE SINGAPORE 550217,467.8268892,467.8262471,-0.00064207,408.7715312,89.22749667,BOUNDARY ROAD PARK,32333.84994,37742.83267,103.8722611,1.357606978
217,TAMPINES ST 23,520217,12,1984,Y,Y,N,N,N,N,TAP,131,0,0,86,44,1,0,0,0,0,0,0,0,217 TAMPINES STREET 23 SINGAPORE 520217,858.8386245,858.8437303,0.00510579,98774.75419,1610.037119,SUN PLAZA PK,41192.5147,37362.87368,103.9518618,1.354168163
217,YISHUN ST 21,760217,12,1984,Y,N,N,Y,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,217 YISHUN STREET 21 KIDSVILLE CHILD CARE & DEVELOPMENT CENTRE SINGAPORE 760217,409.2195025,409.2249755,0.005473,81346.08632,1208.699233,YISHUN NEIGHBOURHOOD PK,28333.872,46037.6539,103.8363187,1.432622676
217A,BOON LAY AVE,641217,15,2017,Y,N,N,N,N,N,JW,83,0,0,0,27,56,0,0,0,0,0,0,0,217A BOON LAY AVENUE BOON LAY VIEW SINGAPORE 641217,1099.141084,1099.14397,0.002885704,82956.81763,1763.807982,JURONG CENTRAL PARK,14420.28833,36875.20371,103.7112964,1.349757685
217A,COMPASSVALE DR,541217,16,2016,Y,N,N,N,N,N,SK,90,0,0,0,60,30,0,0,0,0,0,0,0,217A COMPASSVALE DRIVE COMPASSVALE MAST SINGAPORE 541217,1121.208519,1121.208628,0.00010882,999.9823483,180.1682942,ST ANNE'S WOOD PG,34728.98134,41248.38792,103.8937837,1.389309504
217A,JURONG EAST ST 21,601217,4,1984,Y,Y,N,N,N,N,JE,12,0,0,12,0,0,0,0,0,0,0,0,0,217A JURONG EAST STREET 21 SINGAPORE 601217,693.7662518,693.7640207,-0.002231077,2487.644992,535.4000516,JLG: CG MRT TOL LINKWAY,17439.55115,35846.41483,103.7384267,1.340454914
217A,SUMANG WALK,821217,17,2016,Y,N,N,N,N,N,PG,124,0,0,0,61,63,0,0,0,0,0,0,0,217A SUMANG WALK MATILDA PORTICO SINGAPORE 821217,670.1806515,670.1753215,-0.005330043,212949.024,3585.896881,SENGKANG RIVERSIDE PK,34866.6164,42760.66092,103.8950208,1.402985918
217B,BOON LAY AVE,642217,15,2017,Y,N,N,N,N,N,JW,126,0,0,70,56,0,0,0,0,0,0,0,0,217B BOON LAY AVENUE BOON LAY VIEW SINGAPORE 642217,1072.397892,1072.40722,0.009328434,2837.576432,242.6098712,WESTWOOD PARK PLAYGROUND,14368.43268,36871.77086,103.7108305,1.349726616
217B,COMPASSVALE DR,542217,16,2016,Y,N,N,N,N,N,SK,119,0,0,29,60,30,0,0,0,0,0,0,0,217B COMPASSVALE DRIVE COMPASSVALE MAST SINGAPORE 542217,1060.853834,1060.859044,0.005210489,999.9823483,180.1682942,ST ANNE'S WOOD PG,34791.51881,41245.16429,103.8943456,1.389280336
217B,SUMANG WALK,822217,17,2016,Y,N,N,N,N,N,PG,128,0,0,0,80,48,0,0,0,0,0,0,0,217B SUMANG WALK MATILDA PORTICO SINGAPORE 822217,639.1703683,639.1668609,-0.003507416,212949.024,3585.896881,SENGKANG RIVERSIDE PK,34857.06794,42696.05128,103.894935,1.402401614
217C,COMPASSVALE DR,543217,16,2016,Y,N,N,N,N,N,SK,105,0,0,0,75,30,0,0,0,0,0,0,0,217C COMPASSVALE DRIVE COMPASSVALE MAST SINGAPORE 543217,1069.805909,1069.812315,0.00640617,999.9823483,180.1682942,ST ANNE'S WOOD PG,34770.20706,41306.60518,103.8941541,1.38983599
217C,SUMANG WALK,823217,17,2016,Y,N,N,Y,N,N,PG,128,0,0,0,80,48,0,0,0,0,0,0,0,217C SUMANG WALK MATILDA PORTICO SINGAPORE 823217,697.507896,697.5021211,-0.005774862,212949.024,3585.896881,SENGKANG RIVERSIDE PK,34919.29075,42691.2867,103.8954941,1.40235851
217D,SUMANG WALK,824217,16,2016,Y,N,N,N,N,N,PG,90,0,0,0,30,60,0,0,0,0,0,0,0,217D SUMANG WALK MATILDA PORTICO SINGAPORE 824217,762.3019434,762.3013056,-0.000637812,212949.024,3585.896881,SENGKANG RIVERSIDE PK,34994.08218,42657.15946,103.8961662,1.402049858
218,ANG MO KIO AVE 1,560218,13,1976,Y,Y,N,Y,N,N,AMK,190,0,0,164,24,1,1,0,0,0,0,0,0,218 ANG MO KIO AVENUE 1 THYE HUA KWAN EDUCARE CENTRE (ANG MO KIO) SINGAPORE 560218,90.84331586,90.84150403,-0.001811826,278349.9657,3468.327454,BISHAN-ANG MO KIO PARK (POND GARDENS),28937.4804,38573.44889,103.8417425,1.365119076
218,BEDOK NTH ST 1,460218,4,1979,Y,Y,N,N,N,N,BD,54,0,0,53,0,1,0,0,0,0,0,0,0,218 BEDOK NORTH STREET 1 CHAPPIE TOTS CENTER PTE LTD SINGAPORE 460218,934.8669869,934.872012,0.005025138,127790.5634,3747.09626,BEDOK TOWN PK,39178.98149,34398.08981,103.9337678,1.327356574
218,BISHAN ST 23,570218,4,1990,Y,N,N,N,N,N,BH,14,0,0,0,0,0,14,0,0,0,0,0,0,218 BISHAN STREET 23 SINGAPORE 570218,31.58595977,31.58327492,-0.002684855,367618.6702,2915.126253,BISHAN-ANG MO KIO PARK (RIVER PLAINS),29825.6566,37660.46886,103.8497233,1.356862369
218,BT BATOK ST 21,650218,4,1984,Y,N,N,N,N,N,BB,28,0,0,0,0,0,28,0,0,0,0,0,0,218 BUKIT BATOK STREET 21 SINGAPORE 650218,617.7815286,617.7770446,-0.004484041,415385.6338,3651.114759,BUKIT BATOK TOWN PARK,19194.53198,36602.77947,103.754196,1.347295765
218,CHOA CHU KANG CTRL,680218,10,1989,Y,Y,N,Y,N,N,CCK,72,0,0,0,72,0,0,0,0,0,0,0,0,218 CHOA CHU KANG CENTRAL HDB PUBLIC SHELTERS SINGAPORE 680218,206.7035247,206.6985774,-0.004947304,100938.9012,2454.549049,CHOA CHU KANG PK,18264.95423,40532.88835,103.7458419,1.382837938
218,JURONG EAST ST 21,600218,12,1984,Y,N,N,N,N,N,JE,88,0,0,0,88,0,0,0,0,0,0,0,0,218 JURONG EAST STREET 21 SINGAPORE 600218,644.6944872,644.6916564,-0.002830823,2487.644992,535.4000516,JLG: CG MRT TOL LINKWAY,17384.05114,35832.8713,103.737928,1.340332412
218,LOR 8 TOA PAYOH,310218,25,1977,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0,218 LORONG 8 TOA PAYOH SINGAPORE 310218,738.7459659,738.7488724,0.002906527,17832.00835,1607.061701,KALLANG LINEAR PARK,30429.77569,36097.32791,103.8551516,1.342725835
218,MARSILING CRES,730218,11,1982,Y,N,N,N,N,N,WL,139,0,11,78,0,0,1,0,0,0,49,0,0,218 MARSILING CRESCENT SINGAPORE 730218,324.4752199,324.4745546,-0.000665323,110312.0186,4210.083022,WOODLANDS WATERFRONT PK,21330.95176,47574.55621,103.7733905,1.446521069
218,PASIR RIS ST 21,510218,12,1992,Y,N,N,N,N,N,PRC,44,0,0,0,0,0,44,0,0,0,0,0,0,218 PASIR RIS STREET 21 SINGAPORE 510218,816.9858926,816.9878582,0.001965622,6630.061879,902.2386159,LOYANG VIEW PG,42252.69303,39050.06403,103.9613889,1.369425986
218,PETIR RD,670218,12,1986,Y,N,N,N,N,N,BP,132,0,0,0,132,0,0,0,0,0,0,0,0,218 PETIR ROAD SINGAPORE 670218,186.9874937,186.9870896,-0.000404134,2670.289961,269.833699,ALMOND CRESCENT PG,21354.75444,39607.06343,103.7736063,1.37446598
218,SERANGOON AVE 4,550218,12,1984,Y,N,N,N,N,N,SGN,132,0,0,66,66,0,0,0,0,0,0,0,0,218 SERANGOON AVENUE 4 SINGAPORE 550218,503.8555008,503.8532092,-0.002291631,1034.39733,144.3260959,CHUAN WALK PG,32320.17801,37787.47962,103.8721382,1.358010751
218,TAMPINES ST 24,520218,12,1984,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0,218 TAMPINES STREET 24 SINGAPORE 520218,870.1062233,870.1085076,0.002284264,98774.75419,1610.037119,SUN PLAZA PK,41239.74883,37392.43687,103.9522862,1.354435501
218,YISHUN ST 21,760218,12,1984,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,218 YISHUN STREET 21 YISHUN GARDENS SINGAPORE 760218,370.1279903,370.135488,0.007497743,81346.08632,1208.699233,YISHUN NEIGHBOURHOOD PK,28324.89439,46075.7185,103.8362381,1.432966919
218A,BOON LAY AVE,641218,15,2017,Y,N,N,N,N,N,JW,84,0,0,0,28,56,0,0,0,0,0,0,0,218A BOON LAY AVENUE BOON LAY VIEW SINGAPORE 641218,1035.776406,1035.778655,0.002249398,2837.576432,242.6098712,WESTWOOD PARK PLAYGROUND,14336.06715,36898.52852,103.7105396,1.349968587
218B,BOON LAY AVE,642218,15,2017,Y,N,N,N,N,N,JW,112,0,0,0,42,70,0,0,0,0,0,0,0,218B BOON LAY AVENUE BOON LAY VIEW SINGAPORE 642218,1068.37854,1068.380294,0.001754475,2837.576432,242.6098712,WESTWOOD PARK PLAYGROUND,14374.94268,36938.16626,103.7108889,1.350327074
218C,BOON LAY AVE,643218,15,2016,Y,N,N,N,N,N,JW,112,0,0,0,42,70,0,0,0,0,0,0,0,218C BOON LAY AVENUE BOON LAY VIEW SINGAPORE 643218,1127.21602,1127.215568,-0.00045169,2837.576432,242.6098712,WESTWOOD PARK PLAYGROUND,14438.41486,36979.03418,103.7114592,1.350696697
218D,BOON LAY AVE,644218,15,2016,Y,N,N,Y,N,N,JW,84,0,0,0,28,56,0,0,0,0,0,0,0,218D BOON LAY AVENUE BOON LAY VIEW SINGAPORE 644218,1195.192135,1195.197359,0.005224473,2837.576432,242.6098712,WESTWOOD PARK PLAYGROUND,14507.87655,36996.59267,103.7120834,1.35085552
219,ANG MO KIO AVE 1,560219,13,1976,Y,N,N,N,N,N,AMK,143,0,0,118,24,0,1,0,0,0,0,0,0,219 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560219,148.0751315,148.0746425,-0.000489025,278349.9657,3468.327454,BISHAN-ANG MO KIO PARK (POND GARDENS),28816.34926,38668.86408,103.840654,1.36598198
219,BISHAN ST 23,570219,15,1990,Y,N,N,Y,N,N,BH,72,0,0,0,0,0,72,0,0,0,0,0,0,219 BISHAN STREET 23 PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH 219 (CC) SINGAPORE 570219,6.658757116,6.653896364,-0.004860752,367618.6702,2915.126253,BISHAN-ANG MO KIO PARK (RIVER PLAINS),29793.04291,37719.61589,103.8494302,1.357397275
219,BT BATOK ST 21,650219,10,1984,Y,N,N,N,N,N,BB,149,0,0,93,55,1,0,0,0,0,0,0,0,219 BUKIT BATOK STREET 21 SINGAPORE 650219,615.9088754,615.9040508,-0.00482462,415385.6338,3651.114759,BUKIT BATOK TOWN PARK,19283.97636,36592.99441,103.7549997,1.347207298
219,CHOA CHU KANG CTRL,680219,13,1989,Y,Y,N,N,N,N,CCK,54,0,0,0,54,0,0,0,0,0,0,0,0,219 CHOA CHU KANG CENTRAL SMILING STAR STUDENTS CARE PTE LTD SINGAPORE 680219,273.042835,273.03757,-0.00526496,100938.9012,2454.549049,CHOA CHU KANG PK,18208.11752,40494.20223,103.7453312,1.382488056
219,JURONG EAST ST 21,600219,12,1984,Y,N,N,N,N,N,JE,88,0,0,0,88,0,0,0,0,0,0,0,0,219 JURONG EAST STREET 21 SINGAPORE 600219,640.7783192,640.77794,-0.000379236,2487.644992,535.4000516,JLG: CG MRT TOL LINKWAY,17394.18916,35882.00798,103.7380191,1.340776789
219,LOR 8 TOA PAYOH,310219,20,1977,Y,N,N,Y,N,N,TP,190,0,0,0,190,0,0,0,0,0,0,0,0,219 LORONG 8 TOA PAYOH MY FIRST SKOOL SINGAPORE 310219,721.4815036,721.4847073,0.003203681,17832.00835,1607.061701,KALLANG LINEAR PARK,30510.01281,36101.58531,103.8558726,1.342764331
219,PASIR RIS ST 21,510219,12,1992,Y,N,N,N,N,N,PRC,44,0,0,0,0,0,44,0,0,0,0,0,0,219 PASIR RIS STREET 21 SINGAPORE 510219,787.3134542,787.3146691,0.001214878,6630.061879,902.2386159,LOYANG VIEW PG,42286.49065,39032.20871,103.9616926,1.369264492
219,PETIR RD,670219,12,1987,Y,N,N,N,N,N,BP,132,0,0,66,66,0,0,0,0,0,0,0,0,219 PETIR ROAD SINGAPORE 670219,98.90994015,98.90789886,-0.002041289,2670.289961,269.833699,ALMOND CRESCENT PG,21255.26739,39573.79044,103.7727123,1.374165048
219,SERANGOON AVE 4,550219,12,1984,Y,N,N,Y,N,N,SGN,132,0,0,66,66,0,0,0,0,0,0,0,0,219 SERANGOON AVENUE 4 MY FIRST SKOOL SINGAPORE 550219,515.8513382,515.8462182,-0.005119986,1034.39733,144.3260959,CHUAN WALK PG,32325.05401,37825.9676,103.872182,1.358358822
219,TAMPINES ST 24,520219,12,1984,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,219 TAMPINES STREET 24 CARPE DIEM YOUNG MINDS PTE. LTD. SINGAPORE 520219,852.5946332,852.5885234,-0.006109811,364562.2354,2536.676187,TAMPINES ECO GREEN PK,41275.93929,37432.6669,103.9526114,1.35479931
219,YISHUN ST 21,760219,12,1984,Y,N,N,Y,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,219 YISHUN STREET 21 YISHUN GARDENS SINGAPORE 760219,330.3010894,330.3079325,0.006843059,81346.08632,1208.699233,YISHUN NEIGHBOURHOOD PK,28315.12616,46114.33427,103.8361503,1.433316146
219A,BEDOK CTRL,461219,17,2008,Y,N,N,N,N,N,BD,94,0,0,47,47,0,0,0,0,0,0,0,0,219A BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 461219,755.417634,755.4166358,-0.000998163,867.3737808,710.6720952,SENNETT AVE LINEAR PK,39124.49258,34171.91154,103.9332781,1.325311121
219A,JURONG EAST ST 21,601219,25,1984,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,219A JURONG EAST STREET 21 SINGAPORE 601219,585.1740827,585.1727967,-0.001285999,2487.644992,535.4000516,JLG: CG MRT TOL LINKWAY,17331.29959,35863.29222,103.737454,1.340607509
219A,TENGAH GDN WALK,691219,15,2024,Y,N,N,Y,N,N,TG,132,0,0,28,44,60,0,0,0,0,0,0,0,219A TENGAH GARDEN WALK GARDEN COURT @ TENGAH SINGAPORE 691219,1661.455503,1661.459308,0.003805255,592730.7961,8834.363233,JLG: LAKESIDE GARDEN,16560.6812,37895.64613,103.7305288,1.358987082
219B,BEDOK CTRL,462219,17,2008,Y,N,N,N,N,N,BD,97,0,0,0,66,31,0,0,0,0,0,0,0,219B BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 462219,751.5791688,751.579288,0.000119153,867.3737808,710.6720952,SENNETT AVE LINEAR PK,39155.76767,34184.35622,103.9335591,1.325423655
219C,BEDOK CTRL,463219,17,2008,Y,N,N,N,N,N,BD,95,0,0,0,63,32,0,0,0,0,0,0,0,219C BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 463219,698.3842991,698.3815354,-0.002763718,867.3737808,710.6720952,SENNETT AVE LINEAR PK,39151.36758,34121.58584,103.9335196,1.324855984
219D,BEDOK CTRL,464219,17,2008,Y,N,N,N,N,N,BD,97,0,0,33,64,0,0,0,0,0,0,0,0,219D BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 464219,684.5371146,684.5330662,-0.004048404,867.3737808,710.6720952,SENNETT AVE LINEAR PK,39181.69168,34122.30395,103.9337921,1.324862467
22,BALAM RD,370022,10,1965,Y,N,N,N,N,N,GL,120,0,0,120,0,0,0,0,0,0,0,0,0,22 BALAM ROAD BALAM GARDENS SINGAPORE 370022,264.4217039,264.4241403,0.00243638,3984.564674,256.5373024,PAYA LEBAR ROAD PARK,34061.5828,34708.60318,103.8877853,1.330166195
22,BEDOK STH AVE 1,460022,14,1976,Y,N,N,N,N,N,BD,156,0,0,130,26,0,0,0,0,0,0,0,0,22 BEDOK SOUTH AVENUE 1 SINGAPORE 460022,568.2321681,568.2301136,-0.002054508,867.3737808,710.6720952,SENNETT AVE LINEAR PK,39077.10064,33897.75159,103.9328522,1.322831737
22,BOON KENG RD,330022,12,1973,Y,Y,N,Y,N,N,KWN,198,0,0,0,198,0,0,0,0,0,0,0,0,22 BOON KENG ROAD BENDEMEER VILLE SINGAPORE 330022,684.0949565,684.0954247,0.0004682,3701.201682,366.1254351,BENG WAN RD PG,31125.61024,33382.78689,103.8614038,1.318176427
22,CHAI CHEE RD,461022,12,1972,Y,N,N,Y,N,N,BD,264,0,0,0,0,0,0,0,0,264,0,0,0,22 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461022,350.7534651,350.7610835,0.00761837,3817.655278,305.0983555,WARINGIN PK PG,37848.35885,34164.23561,103.9218114,1.325242142
22,DOVER CRES,130022,14,1975,Y,N,N,Y,N,N,QT,65,0,0,0,0,26,39,0,0,0,0,0,0,22 DOVER CRESCENT DOVER VILLE SINGAPORE 130022,469.3678466,469.36389,-0.003956608,89556.3881,3227.025292,ONE-NORTH PARK,22465.0458,32154.70413,103.7835844,1.307069743
22,EUNOS CRES,400022,16,1976,Y,N,N,N,N,N,GL,90,0,0,0,12,78,0,0,0,0,0,0,0,22 EUNOS CRESCENT EUNOS CRESCENT VIEW SINGAPORE 400022,414.4924614,414.4914452,-0.001016229,565.3332439,96.7010101,JLN AWANG INTERIM PK,35655.50518,34110.75423,103.9021074,1.324759105
22,GHIM MOH LINK,271022,40,2011,Y,N,N,N,N,N,QT,288,0,0,0,214,74,0,0,0,0,0,0,0,22 GHIM MOH LINK GHIM MOH VALLEY SINGAPORE 271022,405.2716688,405.2690205,-0.002648321,1165.272684,218.2802165,HOLLAND GROVE VIEW FC,22677.09548,32407.58705,103.7854897,1.309356763
22,HAIG RD,430022,8,1981,Y,N,N,N,N,N,GL,96,0,0,75,21,0,0,0,0,0,0,0,0,22 HAIG ROAD HAIG VISTA SINGAPORE 430022,303.7064439,303.7086858,0.002241947,2880.290946,239.0820351,GUILLEMARD RD OS,34890.00299,32897.97146,103.8952287,1.313791315
22,HAVELOCK RD,160022,16,1964,Y,Y,N,N,N,N,BM,280,0,0,278,0,0,0,0,0,0,0,2,0,22 HAVELOCK ROAD TOWN VETS ANIMAL CLINIC SINGAPORE 160022,337.2787831,337.2799485,0.001165405,3395.09196,244.2945385,GANGES AVE OS,27539.00203,30111.99276,103.8291763,1.288596672
22,HOUGANG AVE 3,530022,12,1977,Y,N,N,N,N,N,HG,132,0,0,110,22,0,0,0,0,0,0,0,0,22 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530022,319.1855871,319.1842408,-0.001346277,9512.472665,913.0159124,REALTY PARK,34360.04328,38481.34185,103.8904679,1.364285424
22,JLN TENTERAM,320022,10,1962,Y,N,N,Y,N,N,KWN,118,0,0,0,0,0,0,0,0,0,118,0,0,22 JALAN TENTERAM WHAMPOA HEIGHTS SINGAPORE 320022,254.5475523,254.5505847,0.003032394,1110.644001,214.1431489,MAR THOMA ROAD PARK,30919.88069,34293.24033,103.8595553,1.326410265
22,JLN MEMBINA,166022,30,2001,Y,N,N,N,N,N,BM,156,0,0,0,69,87,0,0,0,0,0,0,0,22 JALAN MEMBINA SINGAPORE 166022,265.0339985,265.0339469,-5.16E-05,33337.51628,1000.360008,TIONG BAHRU PK,27234.97956,29701.90169,103.8264446,1.284887947
22,MARSILING DR,730022,13,1976,Y,N,N,N,N,N,WL,191,0,0,166,24,1,0,0,0,0,0,0,0,22 MARSILING DRIVE MARSILING GREEN SINGAPORE 730022,472.3897935,472.3902962,0.000502746,100762.8272,1660.560693,MARSILING PARK,21440.35905,47063.28002,103.7743738,1.441897301
22,QUEEN'S CL,140022,17,1994,Y,N,N,N,N,N,QT,73,0,0,0,42,31,0,0,0,0,0,0,0,22 QUEEN'S CLOSE SINGAPORE 140022,87.46765123,87.46892054,0.001269311,754248.0541,43075.71525,RAIL CORRIDOR,24249.93251,30661.52517,103.7996226,1.293566229
22,SIN MING RD,570022,12,1973,Y,Y,N,N,N,N,BH,288,0,0,280,0,8,0,0,0,0,0,0,0,22 SIN MING ROAD SINGAPORE 570022,324.0144642,324.0099852,-0.004479021,9683.000742,418.0178396,JLN PINTAU PG,28676.42255,37707.13416,103.8393967,1.357284441
22,ST. GEORGE'S RD,321022,25,1984,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0,22 SAINT GEORGE'S ROAD SAINT GEORGE'S EAST GARDENS SINGAPORE 321022,212.1143828,212.1140617,-0.000321071,1110.644001,214.1431489,MAR THOMA ROAD PARK,31241.51509,34159.94494,103.8624453,1.325204757
22,TEBAN GDNS RD,600022,40,2012,Y,N,N,N,N,N,JE,302,0,0,0,226,76,0,0,0,0,0,0,0,22 TEBAN GARDENS ROAD TEBAN VISTA SINGAPORE 600022,932.4555323,932.452599,-0.002933346,592730.7961,8834.363233,JLG: LAKESIDE GARDEN,17582.77278,33891.16383,103.7397143,1.32277239
22,TELOK BLANGAH CRES,90022,14,1974,Y,Y,N,Y,N,N,BM,149,0,0,142,0,7,0,0,0,0,0,0,0,22 TELOK BLANGAH CRESCENT SINGAPORE 090022,127.9336424,127.932886,-0.0007564,546111.9769,15075.33142,MOUNT FABER PARK,26497.92879,28780.9566,103.8198219,1.276559216
22,TIONG BAHRU RD,165022,4,1949,Y,N,N,N,N,N,BM,16,0,0,16,0,0,0,0,0,0,0,0,0,22 TIONG BAHRU ROAD SINGAPORE 165022,267.5316943,267.5319031,0.000208812,3905.397038,253.306322,KIM PONG PARK,27821.17349,29791.63627,103.8317118,1.285699484
220,ANG MO KIO AVE 1,560220,13,1976,Y,N,N,Y,N,N,AMK,140,0,0,112,24,2,2,0,0,0,0,0,0,220 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560220,102.0259401,102.0273079,0.001367784,278349.9657,3468.327454,BISHAN-ANG MO KIO PARK (POND GARDENS),28801.3081,38625.33687,103.8405189,1.365588336
220,BISHAN ST 23,570220,11,1990,Y,Y,N,N,N,N,BH,64,0,0,0,47,17,0,0,0,0,0,0,0,220 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570220,45.75179375,45.75537046,0.003576712,367618.6702,2915.126253,BISHAN-ANG MO KIO PARK (RIVER PLAINS),29727.93475,37727.54889,103.8488452,1.357469022
